repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
StefanCiotec/Laborator05,Java,1,1,0,0.010691,0,0,1,5169,0,0,0,0,1,0
github-archive/rack-statsd,Ruby,0.5,2,0,0.26972,0.736842,0,1,308,0,127,0,0,1,1
dshcheung/d3playground,Ruby,0.060606,1,0,0.366501,0,0,0,715,0,0,0,0,0,0
n0str/vote,Python,0.5,0,0,0.297767,0,0,0,283,0,1,0,0,0,0
reactome/Fireworks,Java,0.944444,1,0,0.090084,0,0,0,7372,0.020127,1,0,0,1,0
galnegus/smiley-sentiment,Python,1,2,0,0.145161,0,0,1,108,0,None,0,0,1,0
alexjp/lt_rails-api,Ruby,0.12,1,0,0.380597,0,0,0,418,0.190476,0,0,0,1,0
kecik-framework/mvc,PHP,0.666667,1,0,0.269737,0,0,1,112,0,2,0,0,1,0
derektaprell/Smart-Filer,C#,0.333333,1,0,0.062564,0,0,0,1784,0,0,0,0,0,0
wardymate/yelp,Ruby,0.268293,1,0,0.423041,0,0,0,627,0.085635,0,0,0,1,0
kecik-framework/session,PHP,0,1,0,0.470833,0,0,1,267,0,1,0,0,1,0
saxvaze/Laptop,C#,0.666667,1,0,0.000682,0,0,0,35010,0,0,0,0,0,0
qianmo/OpenCV3-Intro-Book-Src,C++,0.004902,0,0,0.186944,0,0,1,62439,0,70,0,0,1,0
boukestam/rolstoel,Java,1,3,0,0.299031,0,0,0,579,0,0,0,0,1,0
silviqpetrova1992/InputAndOutput,Java,0.642857,1,0,0.371212,0,0,0,332,0,0,0,0,0,0
rediris-es/simplesaml-module-idp-installer,PHP,0.571429,1,0,0.413002,0,0,1,1291,0,0,0,0,1,0
kecik-framework/database,PHP,0.888889,1,0,0.02682,0,0,1,817,0,1,0,0,1,0
o3co/query.bridge.guzzle_http,PHP,0.666667,1,1,0.421941,0,0,1,162,0.346535,0,0,0,1,1
ilkinabdullayev/SpringHibernateSample,Java,1,1,0,0.09018,0,0,0,454,0,0,0,0,0,0
Ugur22/Webshop_gr02,C#,0.52381,4,0,0.134555,0,0,1,100314,0,0,0,0,1,0
woakesd/ood-helper,C#,0.865546,1,0,0.040127,0,0,0,17139,0,1,0,0,0,0
Rachel95/SEAssignment,Java,0.5,2,0,0.105263,0,0,0,68,0.636364,0,0,0,1,0
kecik-framework/cookie,PHP,0,1,0,0.373239,0,0,1,185,0,1,0,0,1,0
AhmedZamil/GitHubTrail,C#,0.285714,1,0,0.026019,0,0,1,316586,0,0,0,0,1,0
firstval/firstval.github.io,PHP,0,1,0,0,0,0,0,7,0,0,0,0,0,0
char-lie/feasible_directions,Python,0.8,1,0,0.176796,0,0,1,318,0.285714,0,0,0,1,1
Gaillard-Lefebvre/tele7jours,Java,0.333333,1,0,0.438596,0,0,0,32,0,0,0,0,0,0
ronaldblanco/LoginBundle,PHP,0.578947,0,0,0.339561,0,0,1,1353,0.243386,1,0,0,1,0
darix/libmagic-test,C,0,1,0,0,0,0,1,86,0,0,0,0,0,0
lerno/xmlwise,Java,0.9,1,0,0.300822,0,0,0,1311,0.4175,0,0,0,1,0
butterflylove/leetcode,Java,0.424242,1,0,0.012788,0,0,0,1158,0,0,0,0,0,0
thedrover/android-integration-test-patterns,Java,0.333333,1,0,0.110672,0,0,1,263,0,0,0,0,1,1
alexditu/PDSD-Lab05,Java,1,1,0,0.011017,0,0,1,5199,0,0,0,0,1,0
maddoger/yii2-admin,PHP,0.528302,1,0,0.19166,0,0,0,6308,0,0,0,0,0,0
josinmartinez/DiscreteOptimization,Java,1,1,0,0.096259,0,0,0,1812,0,0,0,0,0,0
AlabamaYarrow/tp_2015_02_db_api,Python,0.4,1,0,0.072115,0,0,0,193,0,0,0,0,0,0
ypriverol/peptide-repo-fetch,Java,0.923077,1,0,0.251673,0,0,0,560,0.080519,0,0,0,1,0
soareionmihai/PracticeMakesPerfect,Java,1,2,0,0.103757,0,0,1,505,0,0,0,0,1,0
armakuni/cf-deployer,Ruby,0.777778,1,1,0.007614,0,0,1,1184,0.550047,0,0,0,1,1
rizaldyjohn/todoapp,Ruby,0.303571,2,0,0.408079,0,0,0,888,0.337165,0,0,0,1,0
0xff8574/Backup,C++,0.692308,1,0,0.029598,0,0,1,462,0,0,0,0,1,0
Starodubenko/AngularJS,Java,0.791667,1,0,0.003401,0,0,0,586,0,0,0,0,0,0
rosislavm/automanager,PHP,0.289474,1,0,0.246382,0,0,1,7116,0.147601,0,0,0,1,0
Rukamaru/DVDMax,PHP,0.111111,2,0,0.026744,0,0,0,11172,0,0,0,0,1,0
chenyi2013/DownloadFileLibs,Java,0.625,1,0,0.114101,0,0,0,823,0,0,0,0,0,0
pmakris/assignment-2015-1,Python,0,1,0,0.236364,0,0,0,86,0,0,0,0,0,0
Neckhair/docker-gen-test,Ruby,0,1,0,0,0,0,0,51,0,0,0,0,0,0
FxNion/elgg-admin-profile-fields,PHP,0.25,1,0,0.139394,0,0,1,145,0,1,0,0,1,0
thomasbachem/compass-svg-templates,Ruby,0.5,1,0,0.153846,0,0,1,215,0,3,0,0,1,1
yannouche34/Article,PHP,1,1,0,0.210526,0,0,0,189,0,0,0,0,0,0
QuadFlask/FloatingActionMenu,Java,0.625,2,0,0.034816,0,0,0,1059,0,8,0,0,1,0
Martin-Oehler/humanoid_joystick,C++,1,1,0,0.312896,0,0,0,326,0,0,0,0,0,0
cagdaseksi/mvchelper,C#,0.333333,1,0,0.046393,0,0,0,184398,0.125714,0,0,0,1,0
katebeavis/yelp,Ruby,0.210526,1,0,0.324278,0,0,0,881,0.100189,0,0,0,1,0
torreswoo/test_RubyOnRails,Ruby,0.090909,0,0,0.462222,0,0,0,525,0.04943,0,0,0,1,0
grobmeier/buffer-feeder,PHP,0.909091,1,0,0.32265,0,0,1,374,0.050725,0,0,0,1,1
sphaughton/yelp_clone,Ruby,0.210526,1,0,0.301237,0,0,0,883,0.080153,0,0,0,1,0
mnosov89/WebServer,Java,0.866667,1,0,0.118254,0,0,0,1879,0.062762,0,0,0,1,0
Hagfjall/EDA216-Database,PHP,0.666667,2,0,0.116525,0,0,0,456,0,0,0,0,1,0
hyperoslo/openid-token-proxy,Ruby,0.371429,1,1,0.292276,0,0,1,773,0.542443,5,0,0,1,1
maddoger/yii2-core,PHP,0.666667,1,0,0.343167,0,0,0,1850,0,0,0,0,0,0
TP-gitHub/tp7,Java,1,1,0,0.060811,0,0,0,140,0,0,0,0,0,0
dotnetprojects/DynamicDataDisplay,C#,0.836376,2,0,0.057262,0.357143,0,1,204942,0.01343,4,1,0,1,1
maosmurf/tapestry-jsug,Java,0.576923,1,0,0.087919,0,0,0,5685,0,0,0,0,0,0
pradipshinde/core-java-examples,Java,0.333333,1,0,0.304754,0,0,0,833,0,2,0,0,0,0
goldSpace/myfirstgitrepository,Java,0,1,0,0.298893,0,0,0,192,0,0,0,0,0,0
kyaloj/java_stuff,Java,0.615385,1,0,0.016129,0,0,0,2795,0,0,0,0,0,0
VirtualPlants/treeeditor,Python,0.705882,1,0,0.306236,2.25,0,1,2138,0.066632,0,1,0,1,1
feika/websitescratch,Python,0,1,0,0.107143,0,0,0,25,0,0,0,0,0,0
MarcusHayward/HearthProb,PHP,0.555556,1,0,0.203779,0,0,0,1242,0.100423,0,0,0,1,0
elodie-nazaret/ACSI-Oracle,Java,0,1,0,0.142857,0,0,0,8,0,0,0,0,0,0
Kevin-Guegan/JobeetImie,PHP,0.82,1,0,0.239341,0,0,1,43249,0.214527,0,0,0,1,0
aalexx-S/android-practice,Java,0.166667,1,0,0.022236,0,0,1,1664,0,0,0,0,1,0
fouadchamoun/RESB_dynamic_project,Java,0.25,1,0,0.200873,0,0,0,366,0,0,0,0,0,0
jimtsikos/dt_s_e_shop,Ruby,0.105263,1,0,0.373902,0,0,1,635,0.227679,0,0,0,1,0
SylvainGallois91/tpgithub,Java,0.5,1,0,0,0,0,0,17,0,0,0,0,0,0
Sidirius/HTK-Support-Tool,C#,0.5,1,0,0.214511,0,0,0,492,0,0,0,0,0,0
svn2github/yuvtoolkit,C++,0.784946,1,0,0.314943,4.166667,0,1,26537,0.131642,0,1,0,1,1
ltigers/OpenLocalImage,Java,0.807692,1,0,0.08322,0,0,0,2888,0,0,0,0,0,0
Neulinet/Zoo,Java,0.893443,1,0,0.228933,0,0,1,28084,0.01806,2,0,0,1,0
VirtualPlants/rhizoscan,Python,0.928571,1,0,0.400694,11.636364,0.636364,1,12986,0.024986,1,1,1,1,1
concat-fuse/concat-fuse,C++,0.903226,1,0,0.210324,0,0,1,2095,0.117422,1,0,0,1,1
przodownikR1/jmsKata,Java,0.666667,2,0,0.031373,0,0,1,496,0.03886,3,1,0,1,0
qq123zhz/gitTest,Java,0,1,0,0.757576,0,0,0,8,0,0,0,0,0,0
yaroslavchuvaev/p2p,C#,0.666667,1,0,0.225615,0,0,0,17225,0,0,0,0,0,0
rhs0266/swpprailspractice,Ruby,0.142857,1,0,0.427978,0,0,0,500,0.093137,0,0,0,1,0
yaozhenfa/Volley-For-Xamarin-Android,C#,0.285714,1,0,0.213213,0,0,0,277,0,16,0,0,0,0
kudlas/FormGenertoor,PHP,0.857143,1,0,0.32,0,0,1,211,0,1,0,0,1,1
spun/lonitoproject,C#,0.77451,0,0,0.085396,0,0,1,44318,0,0,0,0,1,0
dantov87/gitexamplepresentation,Java,0,1,0,0.2,0,0,0,12,0,0,0,0,0,0
tuxedo0801/slicKnx,Java,1,1,0,0.392689,0,0,1,571,0,1,0,0,1,0
arkency/http_eventstore,Ruby,0.863636,1,1,0,0,0,1,761,0.271756,20,0,0,1,1
xWuZaa/froxlor_nrp,PHP,1,1,0,0.109589,0,0,0,273,0,2,0,0,0,0
appserver-io-backports/websocket-server,PHP,0.785714,1,1,0.611792,0,0,0,546,0.023499,0,0,0,1,0
Useful-Software-Solutions-Ltd/WpfStylableWindow,C#,0.307692,1,0,0.068609,0,0,1,985,0,0,0,0,1,0
stevenschmatz/MathGeek,C,0.333333,1,0,0.030581,0,0,0,317,0,3,0,0,0,0
ninam2/pcp-happyIndex,Java,0,1,0,0.00885,0,0,0,112,0,0,0,0,0,0
magro/msm-xstream-serializer,Java,1,1,0,0.155656,5,0,1,933,0.774295,2,1,0,1,1
magro/msm-jackson-serializer,Java,1,1,0,0.139251,0,0,1,1057,0.613333,2,0,0,1,1
spun/dotlgaclub,C++,1,0,0,0.083756,0,0,0,361,0,0,0,0,0,0
jcbozonier/RedPencilKata,Python,1,1,0,0,0,0,0,91,0.692308,0,0,0,0,0
bclement/inverted-index,Java,1,2,0,0.041237,0,0,0,558,0.111111,2,0,0,1,0
mauricio/jetty-websocket-producer,Java,1,1,0,0,0,0,0,114,0,2,0,0,0,0
mauricio/python-examples,Python,0.9,1,0,0.03125,0,0,0,341,0.184751,2,0,0,1,0
mauricio/jetty-websocket-client,Java,1,1,0,0.021277,0,0,0,138,0,2,0,0,0,0
felix021/icpcsignin,PHP,0.591195,1,0,0.112776,4.545455,0,0,10007,0,0,0,0,1,0
giacomos/plonetheme.discovery,Python,0.333333,1,0,0.08209,0,0,1,492,0,1,0,0,1,0
get-a-clue/PollServerQueueExample,Java,0.777778,0,0,0.104899,0,0,0,1553,0.387234,2,0,0,1,0
spun/pythim,Python,0.714286,0,0,0.141583,0,0,1,776,0,0,0,0,1,0
Yabause/yabause,C,0.832787,0,0,0.151404,0,0,1,126254,0.09074,79,0,0,1,1
jacmoe/lynx3d,C++,0.671233,0,0,0.053169,0,0,0,9367,0.228208,0,0,0,1,0
giacomos/plonetheme.evergreen,Python,0.333333,1,0,0.053933,7,0,1,421,0,1,0,0,1,1
91-jinrong/91_monitor,Python,0.714286,1,0,0.039387,0,0,0,491,0,1,0,0,0,0
ddetienne/myhdl_butterfly,Python,0.5,0,0,0.195266,0,0,1,278,0,1,0,0,1,0
Ritvik1512/namebench,Python,0.94186,0,0,0.298787,0,0,1,22115,0.026707,1,0,0,1,0
yuw726/Readers-Problem,C++,0,1,0,0.117647,0,0,0,135,0,0,0,0,0,0
castarco/Wrapper-for-Master-Slaves-Databases-in-PHP-,PHP,1,2,0,0.367542,6,0,1,265,0.262948,1,1,0,1,1
DeviantDev-Dev/LibPD-with-Android-Studio,C,0.866667,0,0,0.109202,0,0,1,71831,0,7,0,0,1,0
Hrl/tornado-bootstrap,Python,0.25,1,0,0.069652,0,0,0,217,0,4,0,0,0,0
hanzw/aWek,Java,0.978723,1,0,0.186677,0,0,1,45394,0.038628,0,0,0,1,0
CovaDax/codeLearner,Java,0.823529,2,0,0.0928,0,0,0,1170,0,0,0,0,1,0
Toruk/2048O,Java,0.888889,0,0,0.041169,0,0,0,759,0,1,0,0,0,0
Mitan/receipt-recognition,Python,0.333333,0,0,0.121454,0,0,0,1018,0.029762,1,0,0,1,0
chuck-lee/ACM,C,0.166667,1,0,0.151825,0.571429,0,0,581,0,0,0,0,1,0
TiagoRabello/monga-compiler,C,0.64,1,0,0.113899,0,0,1,5827,0.347024,1,0,0,1,1
qywang/lexical-analysis-,C++,0,1,0,0.038235,0,0,0,327,0,0,0,0,0,0
GunaseelanArumaikkannu/ListFragment,Java,0.777778,0,0,0.152074,0,0,0,368,0,3,0,0,0,0
PMR2/pmr2.opencmiss,Python,0.375,1,0,0.016518,0,0,1,1429,0.144444,0,0,0,1,1
SenpaiTubbyTG/Holonomic-RobotC-Moevment-Code,C,0.808118,0,0,0.381186,0,0,1,112111,0,1,0,0,1,0
zyzhao/IndeedCrawling,Python,0.5,1,0,0.115538,0,0,0,222,0,0,0,0,0,0
death2all110/packages_apps_BlissPapers,Java,1,1,0,0.031017,0,0,0,1694,0,0,0,0,0,0
jadeatucker/pcparser,C++,0.25,1,0,0.147887,0,0,0,121,0,0,0,0,0,0
brentwpeterson/mageflow-test,PHP,0.986852,0,0,0.355546,0,0,1,1081922,0.001183,1,0,0,1,0
AdrienVH/ElasticSearchConnector,Python,0.8,1,0,0.298407,0,0,1,1310,0.230294,2,0,0,1,1
gsharma-ilstu/JBehave,Java,1,1,0,0.033528,0,0,0,665,0.43299,0,0,0,1,0
koct9i/ioping,C,0,0,0,0.026173,0,0,1,1079,0,78,0,0,1,0
Dgeodjo/nanopb,C,0.842105,1,0,0.136886,9.090909,0,1,9467,0.078047,0,1,0,1,1
mikneyugn/codingground,C++,0,1,0,0,0,0,0,9,0,0,0,0,0,0
sevmusic/hero,C#,0.666667,1,0,0.277567,0,0,0,190,0,0,0,0,0,0
WolfieWerewolf/dhcp-dotnet,C#,0.571429,0,0,0.019231,0,0,0,1224,0,0,0,0,0,0
mjackson/bencode,PHP,1,0,0,0.268293,0,0,1,150,0.193333,9,0,0,1,0
sebinsequira99/dreadger_mycode,Python,0.5,2,0,0.262241,0,0,1,892,0,0,0,0,1,0
samurai-fw/samurai-standard-app,PHP,0.722222,1,0,0.756732,0,0,0,296,0,0,0,0,0,0
Razzile/Halo-Online-Projectile-Editor,C#,0.857143,1,0,0.08395,0,0,0,2475,0,3,0,0,0,0
gravic07/movie-trailer-website,Python,1,1,0,0.117021,0,0,0,251,0,0,0,0,0,0
jemendoza/VRP-jSolChecker,Java,0.859375,0,0,0.075112,0,0,1,643810,0.328955,1,0,0,1,1
sbiermann/eclipselink-test,Java,1,0,0,0.083734,0,0,0,952,0.371769,2,0,0,1,0
kristjan/sinatrabook,Ruby,0,1,0,0,0,0,0,63,0,2,0,0,0,0
mindheist/python-leetcode,Python,1,1,0,0.403941,0,0,0,121,0,0,0,0,0,0
jmorton/academic,Ruby,0.831461,3,0,0.11217,3.333333,0,0,33811,0.190133,0,1,0,1,0
brainix/imi-imi,Python,0.76,0,0,0.280047,0,0,1,5504,0,1,0,0,1,0
lsjwzh/MediaPlayerEx,Java,0.875,1,0,0.162183,0,0,1,2299,0,11,0,0,1,0
allen8807/data-deal-scripts,Ruby,0.875,0,0,0.103468,0,0,0,6155,0,1,0,0,0,0
jakee246/project11,Ruby,0.214286,1,0,0.342466,0,0,0,735,0,0,0,0,0,0
ben-ou/MyFirstApp,Java,0.4,1,0,0.083491,0,0,0,519,0,0,0,0,0,0
probablyjosh/endure,Ruby,0.555556,1,0,0.102479,14.285714,0,0,659,0,2,0,0,1,0
Burningsoul/MP-PHP,PHP,1,1,0,0.47619,0,0,0,163,0,2,0,0,0,0
huyle333/allan,C#,0.950413,0,0,0.063083,0,0,1,47636,0,1,0,0,1,0
dvoiss/java-prettify,Java,0.886792,0,0,0.139186,0,0,1,36770,0.090884,2,0,0,1,1
wynot12/bdcs_assignment1,Java,0.954545,1,0,0.237882,0,0,1,1698,0,0,0,0,1,0
RoxM/primefactors,Ruby,1,1,0,0,0,0,0,24,0.625,0,0,0,0,0
orangejulius/amarok,C++,0.975066,0,0,0.191375,0,0,1,248415,0.047557,1,0,0,1,0
estiwp/KPPL-WEBSITE,PHP,0.133333,0,0,0.054082,0,0,0,6384,0,1,0,0,0,0
sjdev/DLXOS-Virtual-Memory-Project,C++,0.285714,0,0,0.252999,0,0,1,7217,0,1,0,0,1,0
kavithagee/SimpleToDo,Java,0.25,0,0,0.074007,0,0,0,558,0,0,0,0,0,0
juan267/Ruby-Algorithms,Ruby,0.166667,2,0,0.96,20,0,0,173,0,0,0,0,1,0
joydisee/Homza,PHP,0.777778,1,0,0.326583,0,0,1,26149,0,0,0,0,1,0
jexp/spring-data-kickstart,Java,0.285714,0,0,0.149007,0,0,1,300,0.310345,1,0,0,1,1
dferrans/Procesoapp,Java,0,1,0,0.087719,0,0,0,52,0,0,0,0,0,0
MrColdbird/aemu,C,0.936893,1,0,0.412134,20,0,1,12463,0,1,0,0,1,0
Quanbro/aemu,C,0.936893,1,0,0.412134,20,0,1,12463,0,0,0,0,1,0
MathewWi/aemu,C,0.936893,1,0,0.412134,20,0,1,12463,0,0,0,0,1,0
asantos4000/mycourse,Ruby,0.468354,1,0,0.50504,0,0,0,1191,0.041431,0,0,0,1,0
zhangliukun/SpirngMVC-Hibernate-BasicFrame,Java,0.571429,0,0,0.05618,0,0,0,420,0,2,0,0,0,0
jhjguxin/cn_nytimes_feed,Ruby,0.666667,1,0,0.036496,0,0,0,528,0.276382,3,0,0,1,0
Dan-Piker/ReMesher,C#,0.8,0,0,0.096847,0,0,0,805,0,2,0,0,0,0
jdbalistreri/PluggedIn,Ruby,0.430769,1,0,0.084976,0,0,0,5218,0.127068,4,0,0,1,0
ErnestWong/MuseDreams,Ruby,0.088235,0,0,0.2673,0,0,0,1168,0.068571,1,0,0,1,0
NanJIang1992/DB_homework_JDBC_NanJiang,Java,1,1,0,0.060924,0,0,0,894,0,0,0,0,0,0
Tesla1217/Algorithm-and-Data-Structures-Final-Project,Java,0,1,0,0.176471,0,0,0,14,0,0,0,0,0,0
the9ull/Sudoku,Python,1,1,0,0.225564,1.555556,0,0,329,0,0,0,0,1,0
elastic/logstash-integration-testing,Ruby,0.588235,0,0,0.06619,0,0,1,578,0.12449,9,0,0,1,0
manbradcalf/python-the-hard-way,Python,0.105263,1,0,0.101087,0,0,0,827,0,0,0,0,0,0
BenTobias/CS2105-Lab-2,Java,1,1,0,0.393762,0,0,0,329,0,1,0,0,0,0
heavysixer/paperclippolymorph,Ruby,0.7,0,0,0.044041,0,0,1,369,0.237705,89,0,0,1,0
mitsuhiko/sandboxcraft,C,0.88764,0,0,0.053662,0,0,1,40015,0.013722,16,0,0,1,0
Haugum/joha,Python,0.5,1,0,0.125,0,0,0,14,0,0,0,0,0,0
Yao-Liu/CS5200-hw4-YL,Java,1,1,0,0.045752,0,0,0,1314,0,0,0,0,0,0
briancaos/sitecoreorm,C#,0.833333,1,0,0.038931,0,0,1,1206,0,0,0,0,1,0
showoowohs/Po_Android_Tree,Java,0.697674,2,0,0.192517,2.333333,0,1,4050,0,0,1,0,1,1
EdwardRaff/JSAT-vs-Weka-MNIST,Java,0.5,1,0,0.159763,0,0,1,284,0,0,0,0,1,1
esphung/Java_GraderApplet,Java,1,1,0,0.343558,0,0,0,107,0,0,0,0,0,0
Metapyziks/SanAndreasUnity,C#,0.95,1,0,0.007319,0,0,1,2579,0,46,0,0,1,0
iwojima/voice-client-example,Java,0.932584,1,0,0.075753,0,0,1,8936,0,0,0,0,1,0
jmanico/owasp-java-encoder,Java,1,1,0,0.534231,0,0,1,4536,0.29715,42,0,0,1,0
nanosplit/map-fields-mpd,Ruby,0.444444,1,0,0.244505,0,0,0,583,0.532727,0,0,0,1,0
pmlandwehr/sermon_audio_data,Python,0,1,0,0,0,0,0,1,0,0,0,0,0,0
girishpandit88/Chef-example,Ruby,0.125,0,0,0.276923,0,0,0,296,0,1,0,0,0,0
KodiCMS/cms,PHP,0.889941,0,0,0.204897,0,0,1,294915,0.009737,148,0,0,1,0
BillyLaney/InteractiveStory,Java,0.625,1,0,0.047511,0,0,0,878,0,0,0,0,0,0
melusom/AWS-EC2-and-SES-Test,Java,1,1,0,0.174359,0,0,0,324,0,0,0,0,0,0
FlockBots/ReviewBot,Python,0.5,1,0,0.066775,12.75,0.125,0,598,0,5,0,0,1,0
alocorum/mama_v3,Ruby,0.346154,1,0,0.458834,0,0,0,895,0.024457,0,0,0,1,0
EiNSTeiN-/xftpd,C,0.92233,1,0,0.254696,0,0,0,20439,0,0,0,0,0,0
grifmang/crawler,Python,0.5,1,0,0.065789,0,0,0,71,0,0,0,0,0,0
Groupe16/Events,Java,0.125,1,0,0.11036,0,0,0,431,0,0,0,0,0,0
joan-of-snark/HR-Diagram-Code,Python,0.5,1,0,0.283654,0,0,0,447,0,0,0,0,0,0
chiller/axades,Java,0.2,0,0,0.217703,0,0,0,654,0,3,0,0,0,0
making/new-controller,Java,1,1,0,0.194139,0,0,1,1254,0.3509,4,0,0,1,1
joan-of-snark/DM-Code,Python,0.888889,1,0,0.178105,0,0,0,1006,0,0,0,0,0,0
fs-django/transport_system,Python,0,1,0,0,0,0,0,19,0,0,0,0,0,0
noxevt/jautoitx,Java,0.767677,1,0,0.574593,2,0,1,22634,0.539806,0,0,0,1,1
paxful/CoinBack.io,PHP,0.474359,0,0,0.141305,0,0,1,13528,0.03917,4,0,0,1,1
far/smyt,Python,0.454545,0,0,0.190476,0,0,0,241,0.713656,1,0,0,1,0
nevs/sita,Ruby,1,0,0,0.052797,0,0,0,1507,0,4,0,0,0,0
nevs/dump_plpgsql_function,C,0.636364,0,0,0.018267,0,0,0,2311,0,2,0,0,0,0
pgupta04/EntityFileSystem,Java,0.913043,1,0,0.169802,0,0,0,1765,0,0,0,0,0,0
aecio/RI-TP1,C++,0.954545,1,0,0.104002,3.583333,0,0,3515,0.182316,1,0,0,1,0
alusor/mobile-drag-racer,C#,0.5,1,0,0.157407,0,0,0,91,0,0,0,0,0,0
YouVisio/use-of-ref-unity3d,C#,1,0,0,0.061135,0,0,1,219,0,1,0,0,1,0
nemomobile-graveyard/meegotouch-systemui,C++,0.989362,0,0,0.231315,0,0,1,16418,0.709097,3,0,0,1,0
slidenerd/SimplePreferencesExample,Java,0.5,1,0,0.145985,0,0,0,117,0,0,0,0,0,0
trevorassaf/eecs489lab6,C++,1,1,0,0.380148,0,0,1,1174,0.653846,0,0,0,1,0
rkrajnc/gideonz_1541ultimate,C,0.729097,0,0,0.164818,0,0,1,104750,0,1,0,0,1,0
nibalizer/in-kernel-lulzing,C,0,0,0,0.312057,0,0,0,110,0,7,0,0,0,0
shepp67/Python_hardway,Python,0.2,1,0,0.394737,0,0,0,46,0,0,0,0,0,0
R6500/STM32F3_Gizmo,C,0.795918,0,0,0.320753,0,0,1,8981,0,2,0,0,1,0
coutscott/Arduino_Twitter,C++,0,1,0,0,0,0,0,19,0,0,0,0,0,0
doctrine/skeleton-mapper,PHP,0.888889,1,1,0.445423,0,0,1,2520,0.183468,56,0,0,1,1
konaboy32/feelingluckylauncher,Java,0.5,0,0,0.058065,0,0,0,153,0,0,0,0,0,0
mariale888/MagicMirror_colorChanger,C++,1,2,0,0.251673,0,0,0,559,0,0,0,0,1,0
caouecs/Laravel-lang,PHP,0.007576,12,0,0.355235,17.333332,0.333333,0,4298,0,1126,0,1,1,1
scottdraves/electricsheep,C++,0.772409,3,0,0.172396,2.380952,0.02381,1,307249,0.009525,44,1,1,1,1
sergev/ejtagproxy,C,0.85,0,0,0.197102,0,0,1,10196,0.444701,6,0,0,1,1
asm-products/quizzes,Ruby,0.076923,1,0,0.271795,0,0,1,1418,0.129032,5,0,0,1,1
mrdowns/youtube-subscriptions,Ruby,0.5,0,0,0,0,0,0,970,0,2,0,0,0,0
AyberkHalac/Jane-Speech-Recognition-Software,C#,1,0,0,0.050769,0,0,1,619,0,1,0,0,1,0
kamrannoorbakhsh/frozenbubbleandroid,C++,0.97619,2,0,0.177631,1.851852,0,1,37035,0,0,0,0,1,1
shift/reaver-wps,C,0.822727,1,0,0.225097,38.5,0,1,69019,0,2,0,0,1,0
Paladz/Bitcoin-Andriod-Wallet,Java,0.9,0,0,0.052117,0,0,0,1455,0,1,0,0,0,0
lfdversluis/FDDG,Java,1,2,0,0.306466,0,0,1,1888,0,0,0,0,1,0
ricardoogliari/ActivityRelativeLinearLayouts,Java,0.25,0,0,0.081498,0,0,0,453,0,1,0,0,0,0
mindwebpl/standard-resolvers,PHP,0,1,0,0.160714,0,0,0,47,0,0,0,0,0,0
SLaks/Managed.AndroidDebugBridge,C#,0.894737,1,0,0.167466,0,0,1,60680,0.06921,0,0,0,1,0
java-irclib/irclib,Java,0.964286,0,1,0.67321,0,0,1,2131,0,6,0,0,1,1
yangfanhaorb/SplitTrip-HackSmith,Java,0.833333,1,0,0.079768,0,0,0,1306,0,0,0,0,0,0
Averroes/iniparse,Python,0.866667,2,0,0.1843,1.428571,0,1,2392,0.577392,0,1,0,1,1
fcriscuo/spark12dev,Java,0.5,1,0,0.082452,0,0,0,434,0,0,0,0,0,0
rebeccamurphy/SD2_CMPT_221,PHP,0.142857,1,0,0.044444,0,0,0,991,0,0,0,0,0,0
kronn/rack-speling,Ruby,0.571429,0,0,0.206186,0,0,0,154,0.285714,3,0,0,0,0
broxtronix/phosphoressence,C++,0.898396,0,0,0.191397,0,0,1,37563,0,9,0,0,1,0
hyrlamiranda/playlist,Ruby,0.181818,0,0,0.085875,0,0,1,6229,0.225926,1,0,0,1,1
ckabuloglu/lostandfound,PHP,0.333333,1,0,0,0,0,0,363,0,0,0,0,0,0
melia8/springmvc-hsqldb-hibernate-example,Java,0.666667,1,0,0,0,0,0,411,0,0,0,0,0,0
carboncreative/wordpress-boilerplate,PHP,0.26087,1,0,0.193859,0,0,0,23725,0,0,0,0,0,0
guiocm/classical-graphs,Python,0.8,0,0,0.086022,0,0,0,695,0,2,0,0,0,0
aflaxman/pymc_bayes_factor,Python,0.666667,0,0,0.491468,0,0,1,149,0,2,0,0,1,0
francorisso/movie-trailer-website,Python,0.333333,1,0,0.476602,0,0,1,38743,0,0,0,0,1,0
CS442Team5/location,Java,0.25,1,0,0.140575,0,0,0,575,0,0,0,0,0,0
ssidelnikov/video-recognition,C++,0.555556,1,0,0.230044,0,0,0,1063,0,0,0,0,0,0
kp1381/Various-ACM-Problems,Java,0.5,1,0,0.0775,0,0,0,738,0,0,0,0,0,0
tkzic/pdsdr,C,0.857143,0,0,0.288859,0,0,1,1081,0,1,0,0,1,0
mbartoszuk/mastermind,Java,1,1,0,0.081633,0,0,0,135,0,0,0,0,0,0
vgrigoriu/react-tutorial,C#,0.5,1,0,0.083916,0,0,0,337,0,0,0,0,0,0
kdvolder/jquery-eclipe,Java,0.913043,0,0,0.27931,0,0,1,23942,0.035016,0,0,0,1,0
swax/GnucDNA,C++,0.952055,1,0,0.151886,3.217391,0,1,40271,0.002799,1,1,0,1,1
Flow/events,Java,0.8,0,1,0.450119,0,0,1,1138,0,3,0,0,1,1
