repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
monoixx/demp_pw,Ruby,0.391304,1,0,0.492063,0,0,0,268,0.08642,0,0,0,1,0
lwhite1/TableSaw,Java,0.982759,1,0,0.145533,0,0,1,23216,0.446498,7,0,0,1,1
DZRock/Metrolog,Java,0,1,0,0.018072,0,0,0,978,0,0,0,0,0,0
Imatation/asdada,C++,0.95,1,0,0.192873,45.782051,0,1,8709,0,0,0,0,1,1
romainbruckert/php-box-view-api,PHP,1,1,0,0.436426,0,0,0,422,0.052117,3,0,0,1,0
themeindex/earmarked,PHP,0.344828,1,0,0.10184,0,0,1,4109,0,0,0,0,1,0
clement-tourriere/elasticsearch-synonyms-reloader,Java,1,1,0,0.04797,0,0,1,259,0,0,0,0,1,0
rsv355/Demotabbar,Java,0.625,1,0,0.132804,0,0,0,800,0,0,0,0,0,0
cynecx/distorm,C,0.615385,1,0,0.121685,0,0,1,20343,0,0,0,0,1,0
Sidereo/Paparazzi,Java,0.538462,1,0,0.105537,0,0,1,1547,0,6,0,0,1,1
gipfeli/LearningRails,Ruby,0.171429,1,0,0.400366,0,0,0,817,0.015831,0,0,0,1,0
3duardonery/SGPol,C#,0.709677,1,0,0.208885,0,0,0,2859,0,0,0,0,0,0
tatums/conways_game,Ruby,0.714286,1,0,0.056701,0,0,0,195,0.409836,0,0,0,1,0
haykbaluyan/PlaidConnect,Python,0.911817,0,0,0.211709,0,0,1,109618,0.006809,0,0,0,1,0
spbp/api-plugin-boilerplate,Java,0.75,1,0,0.310881,0,0,1,398,0,1,0,0,1,1
143talita/teste-login-adm,Java,0,1,0,0.025474,0,0,0,8684,0,0,0,0,0,0
ygou/Spring3,Java,1,1,0,0.241379,0,0,0,110,0.363636,0,0,0,0,0
vikasmc/SocketProgramming-Application,Java,1,1,0,0.046083,0,0,0,635,0,0,0,0,0,0
LearnLib/learnlib-rest-example,Java,1,1,0,0.113821,0,0,0,560,0,0,0,0,0,0
aooni/LinuxProcess,C#,0.5,1,0,0.136364,0,0,0,152,0,0,0,0,0,0
zfu/introduction-to-algorithms-notes,C++,0.022222,1,0,0.263244,4.888889,0,0,4505,0,0,0,0,1,0
lury-lang/lury-lexer,C#,0.8,1,0,0.239372,0,0,1,823,0.086053,2,0,0,1,0
siddmishra/Java_8_In_action,Java,0.5,1,0,0.075314,0,0,0,221,0,0,0,0,0,0
meanprogrammer/credentials,C#,0.666667,1,0,0.116022,0,0,0,312,0,0,0,0,0,0
nauris-browser/nauris,C++,1,1,0,0.026178,0,0,1,345,0,0,0,0,1,0
Berton/einteractifs,C#,0.845794,0,0,0.167197,0,0,0,159322,0.002308,0,0,0,1,0
bhargavchippada/Clickr,Java,0.866667,1,0,0.0482,65,0,1,1562,0,0,0,0,1,1
aoifecahill/discourse-parsing,Python,0.928571,0,0,0.118449,0,0,1,2983,0.051693,14,0,0,1,1
celber/gringott.js,PHP,0,1,0,0.130435,0,0,0,21,0,0,0,0,0,0
tune-it/topnews-portlet,Java,0.5,2,0,0.042373,0.166667,0,0,904,0,0,0,0,1,0
stompchicken/junk,C++,0.821809,1,0,0.172747,0,0,1,202323,0.539547,0,0,0,1,0
di-ruan/BestEat_BackEnd,Java,0.666667,1,0,0.117284,0,0,0,429,0,0,0,0,0,0
SenpaiSilver/dev_clipboard,C,1,1,0,0.018519,0,0,0,132,0,0,0,0,0,0
wukunguang/identifyingDemo,Java,0.5,1,0,0.022698,0,0,0,9991,0,0,0,0,0,0
w0rmIN/Doulci-master,PHP,0.431373,1,0,0.212769,0,0,1,55574,0,1,0,0,1,0
figshare/science3point0,PHP,0.940887,0,0,0.212318,0,0,1,122384,0,3,0,0,1,0
loris-fo/yelp_clone,Ruby,0.25,1,0,0.456274,0,0,0,636,0.122616,0,0,0,1,0
nowsecure/node-nscrypto,C++,1,1,1,0.178539,0,0,1,997,0,13,0,0,1,1
Jumping-alien-W-and-M/Jumping-alien,Java,0.979381,2,0,0.281128,0,0,0,7523,0.177323,0,0,0,1,0
kollegorna/activeadmin-logins,Ruby,0.25,1,0,0.015504,0,0,1,149,0,4,0,0,1,0
tavadi/ORG,C#,0.434783,1,0,0.072841,0,0,0,2813,0,0,0,0,0,0
EricssonResearch/openwebrtc-android-sdk,Java,0.942857,1,0,0.146419,0,0,1,6480,0.201768,12,0,0,1,1
pxjw/cppPractise,C++,0.032258,1,0,0.213355,0,0,0,487,0,1,0,0,0,0
Domotica-LISA/LISA,Python,0.833333,1,0,0.100629,0,0,0,288,0,0,0,0,0,0
rcorrieri/demo_app,Ruby,0.08,2,0,0.518167,2.125,0.875,0,317,0.058824,0,1,0,1,1
jbeder/yaml-cpp,C++,0.913386,2,0,0.203321,2.962963,0.111111,1,175471,0.811908,279,1,1,1,1
TuxedoMaskMasterRace/testagain,Java,0.5,1,0,0.12841,0,0,0,1310,0,0,0,0,0,0
Fana-Manga/monrepo,Ruby,0.428571,1,0,0.382445,0,0,0,406,0.141304,0,0,0,1,0
Nerdwin15/bacabs,Java,0.921569,3,0,0.564544,3,1,1,15837,0.120562,0,1,1,1,1
sclif13/itpandalab,PHP,1,1,0,0,0,0,0,109,0,0,0,0,0,0
TBtomislav/javaProjetMemoire,Java,0.9375,1,0,0.183614,0,0,0,1405,0,0,0,0,0,0
laszlowaty/astroConverter,Python,0.75,1,0,0.09176,0,0,1,500,0,0,0,0,1,0
bodja/tetris,Python,0,1,0,0.315972,0,0,0,197,0,0,0,0,0,0
scamicha/HybridHPL,C,0.090909,1,0,0.339192,0,0,0,35494,0,0,0,0,0,0
hvanhaev/CommonFSQFramework,Python,0.940476,1,0,0.116605,108,1,0,34670,0.578827,0,0,1,1,1
RedingG/QRCard,Java,0.538462,1,0,0.25855,0,0,1,2710,0,2,0,0,1,0
ThomasHaddad/sym_tp,PHP,0.222222,1,0,0.294118,0,0,1,1631,0,0,0,0,1,0
jahyvari/shared-php,PHP,0.866667,1,0,0.280559,0,0,1,3190,0,0,0,0,1,0
chevalier-88/StorageOfCityName,Java,0.5,1,0,0.099359,0,0,0,283,0,0,0,0,0,0
matthewsaba66/MASCSearch,Java,0.333333,1,0,0.129082,0,0,0,560,0,0,0,0,0,0
maximilianhurl/snippets,Python,0.111111,1,0,0.179641,0,0,0,160,0,0,0,0,0,0
TuxedoMaskMasterRace/SEP,Java,0.5,1,0,0.091553,0,0,0,1796,0,0,0,0,0,0
DenisKraev/laminat,PHP,0.371126,1,0,0.077633,0,0,1,213195,0,0,0,0,1,0
tomson2001/refmodmine,PHP,0.801887,1,0,0.28429,0,0,0,15143,0,0,0,0,0,0
stephenlloyd/battleships-march,Ruby,1,1,0,0.002681,0,0,0,372,0.612903,1,0,0,1,0
EyalFingold/mean-io-net-Playground,C#,0.272727,1,0,0.112619,0,0,0,549,0,0,0,0,0,0
shenoyaditi/ScrapeOn,Python,0.75,1,0,0.223881,0,0,1,2081,0.316707,1,0,0,1,1
jcricket/gwt-syncproxy,Java,0.93617,1,0,0.237295,0,0,1,16436,0.095305,12,0,0,1,0
xiaobocser/leetcode,C++,0.8125,1,0,0.090537,0,0,1,2221,0,0,0,0,1,0
vsrzone/physio,PHP,0.955068,1,0,0.313133,0,0,1,330929,0.204839,0,0,0,1,0
nieyaoyan/IOCPServer,C#,0.875,1,0,0.265413,0,0,0,705,0,0,0,0,0,0
BlakeXiaoLong/Final-Project,Java,0.5,2,0,0.120586,0,0,0,1323,0,0,0,0,1,0
Pithikos/python-websocket-server,Python,0.555556,1,0,0.051765,0,0,0,469,0.245014,40,0,0,1,0
HsiaoWenHui/U10316049_HW3_11_8,Java,0,1,0,0.082645,0,0,0,111,0,0,0,0,0,0
jamaga/movie-ratings-imdb,Ruby,0,1,0,0.014925,0,0,0,462,0,0,0,0,0,0
boldtrn/eav-inheritance,PHP,0.71875,1,0,0.218123,0,0,0,3157,0,0,0,0,0,0
dennisjeff/SEP,Java,0.5,1,0,0.091553,0,0,0,1796,0,0,0,0,0,0
Holmaren/IRLab,Java,0.857143,1,0,0.150647,0,0,1,4006,0,0,0,0,1,0
Torridity/dssimulator,Java,0.90625,2,0,0.058428,0.806452,0,0,16389,0,1,0,0,1,0
godrad/GithubTest,Java,0.5,1,0,0.129075,0,0,0,1309,0,0,0,0,0,0
andrewpang/CS2105_Assignment3,Java,1,1,0,0.202247,0,0,0,284,0,0,0,0,0,0
kozmacsaba/tutorial_master,PHP,0.916905,1,1,0.274925,0,0,1,219387,0.006783,0,0,0,1,1
khaledkhairy/shape_tools,C,0.75,1,0,0.233166,0,0,0,3918,0,0,0,0,0,0
mtudora/landoftimmy,Java,0.931034,1,0,0.110102,0,0,0,3989,0,0,0,0,0,0
Insphare/php-function-benchmark,PHP,1,1,0,0.115834,0,0,0,835,0.637216,0,0,0,1,0
rdhjr81/OOA7,Java,0.875,1,0,0.15205,0,0,0,1634,0,0,0,0,0,0
dennisjeff/testagain,Java,0.5,1,0,0.12841,0,0,0,1310,0,0,0,0,0,0
ubicity-principal/ubicity-rest,Java,0.5,1,0,0.095477,0,0,1,181,0.113043,0,0,0,1,0
carstenwindler/cwdblog,PHP,0.333333,1,0,0.588089,0,0,0,207,0,0,0,0,0,0
arthurblake/log4jdbc,Java,1,1,0,0.150209,0,0,1,13860,0,126,0,0,1,0
rilakkumao/GitHub,Java,0.5,1,0,0.129075,0,0,0,1309,0,0,0,0,0,0
ThatOtakuGuy/GitHubTest,Java,0.5,1,0,0.126574,0,0,0,1318,0,0,0,0,0,0
ama1986/PaylevenAndroidAutomation,Java,0.111111,1,0,0.127413,2,0,0,543,0.574468,0,0,0,1,0
rush-skills/tedxiiitd,Ruby,0.419753,1,0,0.202402,0,0,0,5068,0.096976,0,0,0,1,0
danieldutton/Flashlight-Plus,Java,0.5,1,0,0.064286,0,0,1,560,0,0,0,0,1,0
truelab/kotti-security-bundle,PHP,0.666667,1,1,0.277228,0,0,0,79,0,0,0,0,0,0
haripandey/OpenGl-C-Moving_Triangle,C++,0,1,0,0.064516,0,0,0,63,0,0,0,0,0,0
anshooarora/extentreports,Java,0.842105,1,0,0.317728,0,0,1,909,0,126,0,0,1,0
ravi5square/icecream,PHP,0.5,1,0,0.01194,0,0,0,331,0,0,0,0,0,0
nikt12/Client_server_project,C,0.75,1,0,0.258438,0,0,0,781,0,0,0,0,0,0
LiVincent-Zhang/ucos3-stm32f4-discovery-AFM,C,0.636943,0,0,0.497431,0,0,1,48025,0,2,0,0,1,0
baljit92/DigitalMuseo,Python,0.916447,2,0,0.305481,0,0,1,194326,0.043063,0,1,0,1,0
BastiTee/ubersandbox,Python,0,1,0,0.083916,0,0,1,135,0,0,0,0,1,0
antonwolf/calendarwidget,Java,0.9375,0,0,0.139379,0,0,0,2152,0,2,0,0,0,0
Rendaw/polytaxis-utils,Python,0.5,1,1,0.004808,0,0,1,1087,0.177561,0,0,0,1,1
alero/java-simple-utils,Java,0.863309,1,0,0.300167,0,0,1,8841,0.256893,0,0,0,1,0
lukeoliff/miniurl,PHP,0.846154,1,0,0.019126,0,0,1,367,0,0,0,0,1,0
mr-kelly/CosmosConfigurator,C#,0.636364,1,0,0.055899,0,0,0,3958,0.080357,0,0,0,1,0
EricLion/cloud,C,0.821782,1,0,0.236318,0,0,1,21450,0,0,0,0,1,0
kawsar-ahmed/file-folder-tracking-spy,Java,0.4,1,0,0.235695,0,0,0,6269,0.090164,0,0,0,1,0
Rendaw/ptunwrap,C++,0.5,1,0,0.031646,0,0,1,303,0,0,0,0,1,0
chenrui333/pyactivemq,C++,1,1,0,0.156241,2.777778,0,1,2824,0,0,0,0,1,1
r0lodex/iattend,PHP,0.875,3,0,0.06971,0,0,1,3405,0,0,0,0,1,0
julesmartin/powzfilm,Python,0.666667,1,0,0.058309,0,0,0,337,0,0,0,0,0,0
AlgorithmFan/TM-Recommend,Python,0.818182,1,0,0.039823,0,0,0,901,0,0,0,0,0,0
huy/hotspot_jvm_notes,Java,0.142857,1,0,0.302023,1.428571,0,0,584,0,2,0,0,1,0
AndreyRukhmakov/FatFsPlusLcd,C,0.367647,1,0,0.386382,0,0,1,25078,0,0,0,0,1,0
Strtg/aldebaran_5000,Python,0.777778,1,0,0.067063,0,0,0,1734,0,0,0,0,0,0
Schrompf/sniis,C++,0.833333,1,0,0.159239,0,0,1,1703,0,3,0,0,1,0
jeromeMorjon/DNC,Python,0.785714,2,0,0.151515,0,0,0,758,0,0,0,0,1,0
nazco/prime,C,1,2,0,0,0,0,0,72,0,1,0,0,0,0
codesteam/uranium-ui,Ruby,0.090909,2,0,0.150071,0,0,1,6266,0.041096,2,1,0,1,0
Mirsattar/thesis,C++,0,1,0,0.048387,0,0,0,122,0,1,0,0,0,0
redgluten/symfony_portfolio,PHP,0.25,1,0,0.243164,0,0,0,1879,0,0,0,0,0,0
evdokimovnm/eshop,Java,0.762712,1,0,0.101185,0,0,0,2807,0,0,0,0,0,0
Marc-van-Leeuwen/cwebx,C,0.75,0,0,0.044184,0,0,0,6834,0,1,0,0,0,0
yshui/protoplasm,Python,1,0,0,0.062019,0,0,0,2201,0,2,0,0,0,0
machinchoseformation/em-torrents-sf,PHP,0.521739,2,0,0.245911,0,0,0,2770,0,0,0,0,1,0
billbsing/SmartBinCounter,C++,0.608696,1,0,0.174057,0,0,1,5014,0,0,0,0,1,0
ashwin123/nova-scheduler,Python,0.919317,1,0,0.157733,0,0,1,264310,0.595384,0,0,0,1,0
hongyichao/DoToList,C#,0.924528,2,0,0.222501,0,0,0,151544,0.020977,1,0,0,1,0
yozhao/netty-hello-world,Java,1,1,0,0,0,0,0,208,0,0,0,0,0,0
kirbyfr/php-git-hg-repo,PHP,1,1,0,0.235753,0,0,0,1569,0.740933,0,0,0,1,0
dtmuturi/iq,Python,0.2,1,0,0.358025,0,0,0,53,0,0,0,0,0,0
netixx/NoteDown,Java,0.777778,2,0,0.302676,0,0,1,873,0,0,0,0,1,0
LDrahnik/url-matcher,PHP,0.769231,1,1,0.314421,0,0,1,350,0.081633,0,0,0,1,1
svmidi/opencart-simple-menu,PHP,0.3,1,0,0.043303,0,0,1,1903,0,0,0,0,1,0
jaceju/b5,PHP,0.323529,1,0,0.474909,0,0,0,7463,0.565365,12,0,0,1,0
Metrakit/portfolio-symfony2,PHP,0.259259,1,0,0.220868,0,0,0,1909,0,0,0,0,0,0
shibo501c/nachos-lab,C++,0.921053,1,0,0.342393,0,0,0,10020,0,0,0,0,0,0
gridgain/yardstick-hazelcast,Java,1,1,0,0.390347,0,0,1,765,0,1,0,0,1,0
keicoon/DC_IPC,C++,0.435897,1,0,0.411728,0,0,0,2818,0,0,0,0,0,0
demirten/speed_test,C,1,1,0,0.009381,0,0,1,579,0,0,0,0,1,0
mywcyfl/EyeSearch-py,Python,0.777778,1,0,0.289702,0,0,0,774,0,0,0,0,0,0
kanhaiyasharma/test,PHP,0,1,0,0,0,0,0,4,0,0,0,0,0,0
cole007/mps,PHP,0.181818,1,0,0.001069,0,0,0,2099367,0,0,0,0,0,0
zaga88/ruby_lessons,Ruby,0.888889,1,0,0.015038,0,0,0,131,0,0,0,0,0,0
pivotal/cf-env,Java,0.857143,1,0,0.043726,0,0,1,589,0.475836,0,0,0,1,0
MillionIntegrals/image-data-encode,Python,0.636364,1,0,0.151899,0,0,1,317,0.34902,5,0,0,1,1
vu-bui/cplusplus-delegate,C++,0.8,1,0,0.16701,0,0,1,407,0.084158,0,0,0,1,1
huweiko/ScanningStreet,Java,0.25,1,0,0.072957,0,0,0,1906,0,0,0,0,0,0
Groepoptijdzijn/laravel,PHP,0.173077,1,0,0.344232,0,0,0,2152,0.011765,0,0,0,1,0
wenjiang/SimpleUIFramework,Java,0.818182,1,0,0.138158,0,0,0,1084,0,2,0,0,0,0
aatxe/tomato,Java,0.988095,0,0,0.299063,0,0,0,2554,0,3,0,0,0,0
dinar6/ProgKonu,PHP,0.5,2,0,0,0,0,0,24,0,0,0,0,0,0
D-Suzuki/Takajou,PHP,0.92,1,0,0.214107,0,0,1,1259,0,0,0,0,1,0
mddocs/test-project,C#,0.538462,1,0,0.469954,0,0,1,346,0,0,0,0,1,0
kaedelulu/U10316015_HW3_11_8,Java,1,1,0,0.192308,0,0,0,107,0,0,0,0,0,0
Unihedro/JavaBot,Java,0.980769,1,0,0.205827,0,0,1,3409,0.143554,11,0,0,1,1
hemmerling/cpp-2pregler,C++,0.5,1,0,0.360379,0,0,1,948,0,0,0,0,1,0
akashbachhania/PraySocially,PHP,0.916667,1,0,0.104575,0,0,0,412,0,0,0,0,0,0
mixkorshun/wing,Python,0.8,1,0,0.113597,0,0,0,515,0.050485,1,0,0,1,0
jpshuimu/Project-Shixin,Python,0.285714,1,0,0.059249,0,0,0,657,0,0,0,0,0,0
twingly/rack-indicium,Ruby,0.8,1,1,0,0,0,1,348,0.626712,1,0,0,1,1
slinderman/gslrandom,Python,0.333333,0,0,0.189474,0,0,0,158,0.628571,6,0,0,0,0
roma/roma-java-client-lite,Java,1,2,0,0.008785,0.35,0.05,1,2597,0.387564,0,1,0,1,1
xinghuangxu/netapp.sonar.cxx-plugin,C++,0.824675,1,0,0.186994,0,0,0,66657,0.148208,0,0,0,1,0
Vaynebrice/BDISE,Ruby,0.3,1,0,0.466425,0,0,0,306,0.205357,0,0,0,1,0
myun2ext/prefabrication,Ruby,0.08,1,0,0.491749,0,0,0,320,0.06,0,0,0,1,0
AdrianiBruss/movieTime,PHP,0.380952,1,0,0.301018,0,0,1,1945,0,0,0,0,1,0
letimome/pokerSPL-assets,Java,1,1,0,0.656214,0,0,0,306,0,0,0,0,0,0
cngz/ERP,PHP,0.766562,1,0,0.135836,0,0,1,309779,0.001137,0,0,0,1,0
Zissi/customers,Python,0.333333,1,0,0.130045,0,0,0,196,0.006579,0,0,0,1,0
lr86/jepialert-logviewer,Java,1,1,0,0.102804,0,0,0,101,0,0,0,0,0,0
blue-systems/pangea-tooling,Ruby,0.732143,1,0,0.036298,0,0,1,20989,0.223512,1,0,0,1,0
briksoftware/mrf24j40,C,1,1,0,0.148532,0,0,1,506,0,0,0,0,1,1
OpenDataNode/UVPlugin-filesToCKAN,Java,0.714286,2,0,0.014019,22,0,1,459,0.131661,0,1,0,1,1
Coryyo/LocalisationVelov,Java,0.625,1,0,0.072879,0,0,0,813,0,0,0,0,0,0
lr86/jepialert,Java,0,1,0,0.133333,0,0,0,212,0,1,0,0,0,0
OpenDataNode/UVPlugin-rdfToCKAN,Java,0.571429,2,0,0.023196,18,0,1,411,0.147887,0,1,0,1,1
lzh9102/qrcode-desktop,Java,1,1,0,0.238095,15,0.5,1,1552,0,2,0,1,1,1
HyperWind/MonoDrone,C#,1,1,0,0.214286,0,0,1,341,0,0,0,0,1,1
wp-cloud/disable-updates,PHP,0.2,1,0,0.569519,0,0,1,185,0,0,0,0,1,0
themalkolm/PyPhotoShuffle,Python,1,1,0,0.096774,0,0,0,160,0,17,0,0,0,0
dhiraka/traversal_filesystem,Python,0.818182,1,0,0.053422,0,0,0,669,0.188713,0,0,0,1,0
camilo1729/distem-recipes,Python,0,1,0,0.127214,0,0,0,1084,0,0,0,0,0,0
shaheerszm/Listview-test,Java,0.25,1,0,0.070746,0,0,0,522,0,0,0,0,0,0
DZRock/MonitoringService,Java,0.5,1,0,0.017427,0,0,0,1184,0,0,0,0,0,0
naver/rotatableviewsample,Java,0.692308,1,0,0.280287,0,0,1,799,0,6,0,0,1,0
OpenDataNode/UVPlugin-relationalDiffToCKAN,Java,0.909091,1,0,0.070435,15,0,1,1098,0.103301,0,1,0,1,1
apromore/ApromoreCode,Java,0.980298,0,0,0.222083,0,0,1,397924,0.106314,3,0,0,1,0
abraxasson/amarino,Java,0.875,0,0,0.219679,0,0,1,9683,0,1,0,0,1,0
zscott92/clean-mode,PHP,1,1,0,0.301822,0,0,1,1137,0,1,0,0,1,0
pavius/ctp,C,0.641026,0,0,0.326931,0,0,0,6314,0,2,0,0,0,0
d-vandyshev/Wiki-item-info-from-list,PHP,1,1,0,0.360751,0,0,0,3811,0,0,0,0,0,0
mrako/rspec-roman-numerals,Ruby,1,1,0,0,0,0,0,40,0.5,0,0,0,0,0
GugleGH/sms-bank-listener,Java,0.901961,1,0,0.309553,0,0,0,5081,0,0,0,0,0,0
Basster/humhub-modules-recent-spaces,PHP,0.153846,1,0,0.12931,0,0,0,408,0,3,0,0,0,0
trivago-ggarrido/opencv-python,Python,0.538462,1,0,0.263097,0,0,0,2795,0,2,0,0,0,0
davidarnarsson/GUnit,Java,0.915888,1,0,0.074871,0,0,1,10356,0.103834,0,0,0,1,1
CMTelecom/Hybrid-Messaging,Java,0.939394,1,0,0.168454,0,0,1,2695,0,2,0,0,1,0
Rendaw/ptutils,Python,0.5,1,1,0.004892,0,0,1,1068,0.159881,0,0,0,1,1
AlexanderSkafte/riscy,C,0.909091,1,0,0.149718,0,0,1,1291,0,4,0,0,1,1
axelito77/propelled.by,Ruby,0.071429,1,0,0.051709,0,0,0,9016,0.051724,0,0,0,1,0
vegijtha/social-rails,Ruby,0.170732,1,0,0.411621,0,0,0,973,0.021978,0,0,0,1,0
d4nielcosta/OXFAM-BS-DB,Python,0.434783,2,0,0.015457,0,0,0,6244,0.002571,0,0,0,1,0
moci/GlassX,Java,0.769231,2,0,0.066897,0,0,0,854,0,0,0,0,1,0
Agonar87/Code4Fun_Bellotti_2015-03-30,C#,1,1,0,0.163424,0,0,0,215,0.421687,0,0,0,1,0
arima-ryunosuke/db-migration,PHP,0.888889,1,0,0.174901,0,0,1,1584,0.090421,0,0,0,1,1
GugleGH/proba-pera,Java,0.956522,1,0,0.173998,0,0,1,6816,0,0,0,0,1,0
krisrogiers/Buttongebruik,C#,0.2,1,0,0.178218,0,0,0,326,0,0,0,0,0,0
NyoronSheppard/UniversalAppTutorial,C#,0.333333,1,0,0.189815,0,0,0,527,0,0,0,0,0,0
memio/memio,PHP,0.979021,1,1,0.334112,0,0,1,6236,0.026206,274,0,0,1,1
GabeMaker/yelp-clone,Ruby,0.244444,1,0,0.484353,0,0,0,739,0.074519,0,0,0,1,0
palagen/DBMySQLConnection,Java,0.9,1,0,0.024109,0,0,0,933,0.190083,0,0,0,1,0
dasasathyan/blog,PHP,0.333333,1,0,0,0,0,0,185,0,0,0,0,0,0
luismaia/capistrano-exfel,Ruby,0.5,1,0,0.188108,0,0,1,828,0,0,0,0,1,0
mxgrn/netzke-bookshelf,Ruby,0.15,0,0,0.369444,0,0,0,469,0.084821,2,0,0,1,0
ndkim75/Programming-Study,C++,0.3,1,0,0.231164,0,0,0,449,0,1,0,0,0,0
Jaszczur666/SpectralMerger,C++,0.333333,1,0,0.301587,0,0,1,133,0,0,0,0,1,0
scu2008/httpparsor,PHP,1,1,0,0.485969,0,0,1,436,0,3,0,0,1,0
yanaga-samples/android-querydsl,Java,0.875,1,0,0.076923,0,0,0,375,0,6,0,0,0,0
andreeastoican/PracticalTest01,Java,1,1,0,0.099738,0,0,1,345,0,0,0,0,1,1
priya-srivastava/priya_repository,C++,0.5,1,0,0,0,0,0,4,0,1,0,0,0,0
codesteam/uranium,Ruby,0.454545,2,0,0,0,0,1,189,0,3,0,0,1,0
Dataspin/Dataspin-Android-Plugin,Java,0.823529,1,0,0.05476,0,0,0,1557,0,1,0,0,0,0
GrahamDumpleton/autowrapt,Python,0.25,1,0,0.25,0,0,1,48,0,6,0,0,1,0
cngz/new.tatildukkani.com,PHP,0.832192,1,0,0.318572,0,0,1,69168,0.001343,0,0,0,1,0
m-labs/pyparser,Python,0.555556,1,0,0.312865,0,0,0,235,0.378723,5,0,0,1,0
yashness/panipuri,Ruby,0,1,1,0.192508,0,0,0,783,0,0,0,0,0,0
PolymorhicCode/Java-Threads,Java,1,1,0,0.296875,0,0,1,47,0,0,0,0,1,0
ddanielvaz/rrt-planner,Python,1,1,0,0.085714,0,0,0,451,0,0,0,0,0,0
romashka50/easyErp-webSite,PHP,0.660985,1,0,0.247191,0,0,1,335100,0,0,0,0,1,0
gunantosteven/android-project-samples,Java,0.555556,1,0,0.06297,0,0,0,2024,0,0,0,0,0,0
zac1st1k/CodeIgniter,PHP,0.818482,1,1,0.458933,0,0,1,37118,0.183299,0,0,0,1,0
lerno/naga,Java,0.895522,1,0,0.392551,0,0,0,4221,0.251829,0,0,0,1,0
smdremedy/funwithfragments,Java,0.4,1,0,0.066547,0,0,0,555,0,0,0,0,0,0
Ry0/OMPL_MotionPlanner_Selector,C++,1,1,0,0.070988,0,0,0,319,0,0,0,0,0,0
shelajev/ziprebl,Java,0.666667,1,0,0.214834,0,0,1,317,0.375,2,0,0,1,1
ddanielvaz/rrt-motion-planner,C++,0.926471,1,0,0.13673,0,0,0,3746,0.0516,0,0,0,1,0
maddoger/yii2-imagecache,PHP,1,1,0,0.37366,0,0,0,484,0,1,0,0,0,0
shenzhu/LearnPythonTheHardWay,Python,0.333333,2,0,0.148148,0,0,0,25,0,0,0,0,1,0
doxiaodong/mysite,Python,0.055556,1,0,0.02083,0,0,1,44288,0.001555,1,0,0,1,0
stevemer/lecture_git,Python,0,1,0,0.145833,0,0,0,960,0,0,0,0,0,0
VirtualPlants/openalea,Python,0.867537,1,1,0.107636,2.1,0,1,158304,0.00675,0,1,0,1,1
umang48/hello-world,PHP,0,1,0,0,0,0,0,16,0,0,0,0,0,0
FutureProcessing/document-juggler-versioning,Java,1,1,1,0.061275,0,0,1,785,0.574586,1,0,0,1,1
arjeneh/jpowder,Java,0.980354,1,0,0.411283,0,0,1,93106,0,0,0,0,1,0
waykar-prashant/PollingApplication,Java,0.230769,1,0,0.360465,0,0,0,206,0.169697,0,0,0,1,0
springprojects/spring-boot-demos,Java,0.461538,1,0,0.165689,0,0,1,870,0,1,0,0,1,0
5fOthoca/Sub-Ways-To-Surf,Java,0.571429,0,0,0.062622,0,0,0,759,0,0,0,0,0,0
wolverine30/STS,PHP,0.958743,1,0,0.284397,0,0,1,250759,0,0,0,0,1,0
asleepcat/An-electric-charge-system,Java,1,1,0,0.146911,0,0,1,2375,0.013169,0,0,0,1,1
Ozrc/PHP_Session_Register,PHP,0.333333,1,0,0.184211,0,0,0,155,0,0,0,0,0,0
brueggemann/setpurplestatus,Python,0,2,0,0.162791,0,0,0,55,0,0,0,0,1,0
waseem-mehmood/SutlejAccount,PHP,1,1,0,0.06875,0,0,0,298,0,2,0,0,0,0
Khaellith/scoremore,C#,0.666667,2,0,0.135593,0,0,0,206,0,0,0,0,1,0
vamsi-emani/twixy,Java,0.923077,1,0,0.065401,0,0,0,443,0,0,0,0,0,0
vildantursic/Sufara,Java,0.333333,1,0,0.328582,0,0,1,12351,0.004184,0,0,0,1,0
xrd/teddyhyde-jekyll,Ruby,1,0,0,0.008874,0,0,1,71062,0,1,0,0,1,0
hikaruocean/PhalconODM-MapReduce,PHP,0,1,0,0,0,0,1,36,0,1,0,0,0,0
ChioukhLyes/BigNerdRanch,C,0.2,1,0,0.365696,0,0,0,202,0,0,0,0,0,0
vcsupser/netty,Java,0.917197,1,0,0.294785,0,0,1,9863,0,0,0,0,1,0
issyzac/pawbuddylist,PHP,0.065217,1,0,0.104238,0,0,0,12288,0.010155,1,0,0,1,0
scherersoftware/cake-list-filter,PHP,0.25,1,0,0.188462,0,0,1,427,0.005319,1,0,0,1,1
spriteCloud/lapis-lazuli,Ruby,0.860465,1,0,0.290064,0,0,1,2746,0.173503,1,0,0,1,1
CarlosR/FactoriesCreator,C#,0.541667,1,0,0.01882,0,0,0,24376,0,0,0,0,0,0
SebastienPires/yelp,Ruby,0.234043,2,0,0.425181,0,0,0,637,0.088068,0,0,0,1,0
EdduMelendez/slack-connector,Java,1,1,0,0.316742,0,0,1,605,0,1,0,0,1,0
